HouseHoldNumber,Year,Age,Education,Marriage,Work Type,Number of People in a Household,House Type,House Size,Living Type,Savings,Deposit,Living House Price,Nonliving House Price,Housing Credit Loan,Living House Credit Loan,Credit Loan,Income,Income 2,Transfer Income,Region,Income Level,Weight
215202361,2015,65,4,2,8,3,2,85,1,11844,0,25000,0,10000,10000,0,3480,2160,540,A0401,A1904,4862.235726
215202371,2015,57,3,3,5,2,2,79,1,7560,0,16000,0,1700,1700,0,4380,0,0,A0401,A1903,4848.208463
215202381,2015,67,6,2,,2,2,165,1,250,0,30000,5000,10000,10000,0,3480,0,0,A0401,A1903,3936.85785
215204161,2015,54,7,2,3,4,1,106,2,31670,15000,0,99000,26000,0,500,9900,0,0,A0401,A1905,3513.55496
215204191,2015,42,5,2,4,4,2,115,1,3686,0,40000,0,18380,18380,200,6500,0,360,A0401,A1904,3280.371703
215500141,2015,35,5,2,3,3,1,36,2,4500,4500,0,2210,1600,0,0,4610,0,40,A0401,A1903,2919.30476
215500151,2015,70,5,2,,3,2,116,1,3460,0,45000,0,0,0,0,2400,0,1200,A0401,A1903,2786.037456
215500161,2015,67,4,2,9,2,2,116,1,2298,0,45000,0,0,0,0,1120,0,234,A0401,A1901,2470.074083
215503351,2015,46,4,2,5,4,2,24,1,8048,0,9000,0,0,0,1960,0,4000,0,A0401,A1903,3788.628992
215503361,2015,43,5,2,3,4,2,60,2,7598,5500,0,0,0,0,0,5100,0,0,A0401,A1904,3788.628992
215503371,2015,35,5,2,8,4,2,37,3,21,1000,0,0,0,0,0,2300,0,576,A0401,A1902,3788.628992
215503381,2015,28,6,2,2,2,1,42,2,2162,8000,0,0,0,0,0,5670,0,0,A0401,A1904,1203.819988
215503391,2015,33,6,2,2,2,3,43,2,3050,11000,0,0,0,0,0,3700,0,0,A0401,A1903,1850.408249
216200321,2015,51,5,2,3,3,2,125,1,3600,0,60000,69000,9000,9000,1000,3600,0,0,A0401,A1904,3898.653922
216203341,2015,36,5,1,,1,1,46,3,1000,1000,0,7800,0,0,0,4500,0,0,A0401,A1903,3989.364805
216203351,2015,40,4,2,7,5,2,85,1,4506,0,25000,0,6460,6460,0,9197,0,90,A0401,A1905,4065.395962
216204101,2015,33,6,1,5,2,2,60,1,5000,0,38000,0,12300,12300,0,8600,0,0,A0401,A1905,1869.840417
216204111,2015,48,6,2,2,3,2,60,1,8686,0,44000,0,5900,5900,6000,6000,0,0,A0401,A1904,3585.549539
216204121,2015,77,3,2,6,5,1,132,1,9314,0,110000,45000,0,0,0,5000,2000,0,A0401,A1905,1166.563834
216204141,2015,66,1,3,,1,3,33,2,50,2500,0,0,0,0,0,0,0,342,A0401,A1901,2222.274174
216204151,2015,81,4,3,,1,3,495,1,10800,0,100000,0,0,0,0,0,0,0,A0401,A1902,2638.845453
216204171,2015,53,7,2,6,4,3,79,1,219670,0,23000,20000,30000,10000,0,0,9700,0,A0401,A1905,3357.192141
216204181,2015,38,4,1,,1,3,33,3,2,410,0,0,0,0,0,0,0,648,A0401,A1901,2444.85684
216204191,2015,40,5,2,2,3,3,68,2,17650,15000,0,25000,3300,0,0,3500,0,0,A0401,A1903,3453.028354
216500171,2015,36,5,2,,4,3,53,1,1402,0,9900,0,0,0,0,2840,0,330,A0401,A1903,3171.421567
216500181,2015,76,3,2,,2,1,39,2,80,6500,0,20000,0,0,0,0,0,286,A0401,A1901,2588.227486
216500191,2015,79,3,3,,1,1,132,1,1060,0,45000,0,0,0,0,0,0,1574,A0401,A1902,2190.053225
216503331,2015,45,3,3,7,6,3,60,2,3749,6200,0,0,0,0,390,840,2000,380,A0401,A1903,1203.819988
217200311,2015,76,5,2,3,2,2,195,1,113200,0,100000,90000,0,0,0,0,300,840,A0401,A1905,1101.681093
217203101,2015,72,6,2,,2,2,92,2,15700,8000,0,124000,0,0,0,0,0,1224,A0401,A1903,2925.48305
217203151,2015,44,6,2,3,3,3,164,1,30700,0,100000,159000,23000,23000,0,29000,0,0,A0401,A1905,2097.504033
217204101,2015,79,2,4,,1,1,21,3,5,1000,0,0,0,0,0,0,0,720,A0401,A1901,2298.518799
217204121,2015,75,2,4,,1,1,26,4,5,0,0,0,0,0,0,0,0,414,A0401,A1901,2298.518799
217500131,2015,52,4,4,7,2,2,46,2,250,6300,0,0,0,0,0,3200,0,0,A0401,A1903,2470.074083
217500141,2015,81,4,2,,2,2,60,2,40,10300,0,0,0,0,0,0,0,1236,A0401,A1901,2470.074083
217500151,2015,52,4,3,9,3,2,85,2,6740,26000,0,40000,0,0,0,1400,0,0,A0401,A1902,2786.037456
217500161,2015,57,2,3,5,3,2,85,1,80,0,46000,9000,0,0,0,1500,0,406,A0401,A1902,2786.037456
217502391,2015,57,7,2,3,2,2,157,2,16650,42000,0,77000,0,0,0,10000,0,0,A0401,A1905,953.8843767
218203331,2015,33,7,2,2,3,2,125,2,8267,11000,0,29000,0,0,0,7860,0,0,A0401,A1905,4204.639051
218500191,2015,28,6,2,2,3,2,33,2,1420,17000,0,0,0,0,0,9000,0,20,A0401,A1905,2786.037456
218500211,2015,55,4,2,,2,1,26,2,3795,1000,0,2000,0,0,0,0,0,360,A0402,A1901,1768.460277
218500221,2015,71,1,3,9,1,2,31,3,397,920,0,0,0,0,0,240,0,179,A0402,A1901,1785.291728
219202171,2015,52,6,2,1,4,1,99,1,21280,0,70000,15000,0,0,0,8600,0,0,A0401,A1905,3987.140135
219202181,2015,74,6,2,2,2,1,165,1,18905,0,65000,30000,0,0,0,3800,0,900,A0401,A1904,2886.265959
219202191,2015,23,4,1,5,1,3,15,4,52,0,0,0,0,0,0,1440,0,0,A0401,A1901,3189.341586
219500281,2015,62,4,2,8,3,2,109,1,4070,0,15000,7000,0,0,0,2500,0,0,A0402,A1902,2379.764547
219502331,2015,47,4,2,8,2,2,52,3,50,3800,0,0,0,0,0,2600,0,0,A0401,A1902,3044.317647
219502341,2015,51,4,2,8,4,2,50,3,8476,3600,0,6000,0,0,1200,2000,2000,0,A0401,A1903,3730.280829
219502351,2015,52,3,4,,2,1,26,3,138,500,0,0,0,0,0,1560,0,1032,A0401,A1902,2384.111342
219502361,2015,45,6,1,3,1,2,59,2,100,1500,0,0,0,0,0,4000,0,0,A0401,A1903,2017.338507
219502371,2015,39,5,2,7,5,1,73,1,2280,0,35000,20000,3000,3000,0,0,3500,0,A0401,A1903,3280.097792
219502381,2015,48,4,2,2,5,3,99,1,2570,0,10000,0,0,0,0,4300,1500,0,A0401,A1904,3280.097792
220200331,2015,60,3,2,,2,2,86,1,10126,0,20000,43000,0,0,0,0,0,3435,A0402,A1904,1968.667948
220200341,2015,63,2,2,9,2,1,92,1,4570,0,13000,0,0,0,0,1680,600,840,A0402,A1903,1297.441764
220201311,2015,52,2,2,6,4,1,78,1,897,0,18000,800,7000,7000,1500,0,1100,214,A0402,A1901,1525.970894
220201321,2015,58,2,3,6,2,1,92,1,11580,0,1000,5000,0,0,0,3000,1200,0,A0402,A1903,1595.45804
220201331,2015,46,5,2,5,4,1,66,1,14720,0,10000,0,0,0,0,1560,5000,948,A0402,A1905,1854.826554
220201351,2015,58,6,2,4,2,1,46,1,2572,0,5000,28500,900,900,0,2260,2000,0,A0402,A1903,736.4415628
220400201,2015,32,4,2,8,3,3,76,2,5168,8000,0,16500,0,0,0,0,1440,180,A0402,A1902,1032.593562
220400211,2015,35,5,2,5,3,2,47,3,1055,1570,0,0,0,0,0,3084,0,0,A0402,A1903,861.9349672
221200301,2015,60,3,2,9,4,1,50,1,4980,0,8900,0,0,0,300,4300,0,0,A0402,A1903,1749.887313
221200341,2015,42,6,2,7,3,2,112,1,5660,0,20000,0,12900,12900,2000,1800,9000,0,A0402,A1905,1477.361202
221200351,2015,62,5,2,8,2,1,390,1,16494,0,70000,0,3900,3900,0,0,2200,0,A0402,A1902,1586.656849
221200391,2015,53,6,2,,4,3,89,3,2347,1000,0,0,0,0,0,0,1900,0,A0402,A1902,1552.261294
221201301,2015,37,6,2,A,4,2,85,2,2383,200,0,0,0,0,1500,4000,0,180,A0402,A1903,2158.52742
221201311,2015,70,3,3,,1,1,33,3,3,100,0,0,0,0,0,0,0,633,A0402,A1901,1080.792896
221201341,2015,59,2,2,4,2,1,84,1,5530,0,18000,0,8100,8100,4400,0,3600,0,A0402,A1903,1832.659198
221201361,2015,63,2,2,5,2,1,115,1,1310,0,15000,20000,7000,0,9500,0,10000,0,A0402,A1905,1297.441764
221201371,2015,49,4,3,4,4,1,66,1,76,0,5000,0,0,0,2685,5520,0,0,A0402,A1904,1584.509606
222501251,2015,74,4,2,,2,1,104,1,3000,0,25000,20000,0,0,0,0,0,3564,A0402,A1903,1243.394618
222501271,2015,49,6,3,2,3,1,86,1,6210,0,20000,0,0,0,0,3000,0,192,A0402,A1903,1402.445494
222501291,2015,69,6,2,1,2,1,262,1,1668,0,30000,5000,0,0,0,0,5500,725,A0402,A1904,1243.394618
223501201,2015,49,4,2,5,3,1,99,1,7550,0,35000,40000,0,0,0,0,2400,0,A0402,A1903,1402.445494
223501221,2015,50,4,2,7,3,1,74,1,1896,0,13000,0,5000,5000,0,3360,0,0,A0402,A1903,1402.445494
223501231,2015,43,4,1,,1,1,30,2,2210,3200,0,0,0,0,0,3800,0,500,A0402,A1903,1052.110204
223503371,2015,39,6,1,2,1,2,66,3,1060,1400,0,0,0,0,0,0,3600,0,A0402,A1903,945.6205236
223503381,2015,56,4,2,2,3,2,158,1,130,0,23000,52000,11000,11000,4000,2700,0,0,A0402,A1903,1260.496344
223503391,2015,55,4,4,9,2,1,82,1,15,0,6000,0,5525,5525,400,1400,1500,0,A0402,A1902,1145.144821
224200391,2015,52,5,2,7,3,2,85,1,40284,0,23000,16000,9270,9270,0,2025,0,0,A0402,A1903,1544.908884
224501231,2015,62,4,2,9,3,1,108,3,6740,1000,0,0,0,0,0,2400,3000,0,A0402,A1904,1402.445494
224501241,2015,66,6,2,,3,1,99,1,570,0,12000,0,0,0,0,1800,0,2400,A0402,A1903,1402.445494
224501251,2015,74,4,2,,2,1,82,1,3400,0,12000,0,0,0,0,0,0,2400,A0402,A1902,1243.394618
224501271,2015,35,6,1,3,3,2,59,1,6740,0,12000,0,0,0,0,4800,0,0,A0402,A1904,1661.003738
224501281,2015,62,4,4,9,1,1,59,3,200,500,0,0,0,0,12000,1440,0,36,A0402,A1901,1052.110204
224501291,2015,50,6,2,5,2,1,33,3,3055,1000,0,0,0,0,0,0,1200,0,A0402,A1901,1243.394618
224503301,2015,74,2,3,9,1,2,43,2,2200,3800,0,0,0,0,0,240,0,299,A0402,A1901,945.6205236
224503311,2015,34,6,1,2,1,2,33,1,2410,0,6000,0,0,0,0,3800,0,0,A0402,A1903,945.6205236
224503331,2015,47,4,2,8,5,2,85,1,2620,0,17000,0,7700,7700,1000,0,8000,0,A0402,A1905,1537.534389
225200351,2015,74,4,2,,2,1,132,1,8112,0,10000,0,0,0,0,0,0,2190,A0402,A1902,956.2154684
225200361,2015,72,2,2,8,2,1,66,1,5148,0,42000,79000,9000,9000,3000,0,3600,429,A0402,A1904,956.2154684
225200371,2015,91,2,2,3,2,1,99,1,1442,0,10000,0,0,0,0,0,2400,0,A0402,A1902,984.8836128
225200381,2015,82,2,4,,1,1,82,1,55,0,7000,0,0,0,0,0,0,295,A0402,A1901,1063.201346
225501231,2015,74,1,2,,3,1,165,1,115,0,40000,0,0,0,0,2400,0,286,A0402,A1903,1402.445494
226501281,2015,56,6,2,,4,2,117,1,4426,0,50000,15000,15000,15000,2100,8000,0,0,A0402,A1905,1804.451236
226501291,2015,44,6,2,2,4,2,117,1,18030,0,52000,0,16000,16000,7800,11100,0,0,A0402,A1905,1804.451236
226503341,2015,37,4,1,3,1,3,43,2,375,1800,0,0,0,0,0,1440,0,0,A0402,A1901,968.9753159
226503351,2015,36,5,1,A,1,3,43,3,1768,300,0,0,0,0,800,4417,0,0,A0402,A1903,968.9753159
227501201,2015,37,7,2,3,4,2,85,1,4432,0,48500,10000,0,0,0,3600,0,600,A0402,A1903,1804.451236
227503341,2015,51,6,2,2,4,2,85,1,13476,0,18000,0,1600,1600,1000,4800,950,0,A0402,A1904,1369.355394
227503351,2015,63,4,2,,3,1,145,1,5170,0,30000,35000,0,0,0,960,0,804,A0402,A1903,1291.628026
227503361,2015,46,5,2,9,4,1,56,3,2959,200,0,0,0,0,500,3300,0,0,A0402,A1903,1178.919421
227503371,2015,77,2,2,,3,3,99,1,13,0,34000,0,0,0,0,0,0,0,A0402,A1901,1085.199479
227503381,2015,55,6,2,3,2,2,59,1,6637,0,9000,2800,0,0,80,6680,0,0,A0402,A1904,1117.544013
227503391,2015,56,4,2,,4,2,152,1,2250,0,22800,0,15000,15000,0,0,9100,0,A0402,A1905,356.0447463
228503301,2015,70,4,2,9,2,2,49,1,1020,0,8000,0,0,0,0,1200,0,574,A0402,A1902,1117.544013
229200361,2015,63,3,2,,5,2,44,3,820,300,0,0,0,0,500,3120,0,0,A0402,A1903,1885.014169
229200381,2015,77,2,3,6,1,1,99,1,150,0,3000,15500,0,0,0,0,500,209,A0402,A1901,1117.337848
229200391,2015,64,7,2,6,2,1,132,1,4100,0,1400,45000,0,0,420,0,1000,3684,A0402,A1903,744.8918765
230200371,2015,29,5,1,4,1,1,26,2,2806,4000,0,0,0,0,0,3240,0,0,A0402,A1903,1086.593777
230201211,2015,69,2,3,9,1,2,26,2,70,943,0,0,0,0,0,840,0,179,A0401,A1901,1266.393457
230201251,2015,51,5,2,4,4,2,84,1,14690,0,21000,10000,15170,11170,1340,240,5000,0,A0401,A1904,2024.677888
230201261,2015,46,3,4,,4,3,49,1,885,0,8500,0,3400,3400,0,3134,0,0,A0401,A1903,1623.731398
230201271,2015,50,5,2,1,4,3,84,1,1090,0,9000,0,0,0,0,0,9600,0,A0401,A1905,2145.434193
230201281,2015,68,2,3,,1,3,59,1,20,0,9000,8000,2500,2500,0,800,0,371,A0401,A1901,761.2608529
230201291,2015,76,3,2,,2,1,165,1,300,0,30000,0,1000,1000,0,0,0,286,A0401,A1901,1899.014751
230300201,2015,51,6,3,5,2,2,158,2,450,12000,0,600,0,0,0,0,8000,0,A0401,A1905,1265.72359
230400201,2015,31,5,2,8,3,2,73,3,1289,1000,0,0,0,0,900,4600,0,0,A0401,A1903,2953.229174
230500201,2015,67,3,4,,1,1,33,2,10,2000,0,0,0,0,0,0,0,539,A0401,A1901,2089.112919
230500301,2015,30,6,2,7,4,3,83,2,3800,9000,0,0,0,0,1200,3220,0,220,A0402,A1903,1891.444356
230502211,2015,55,4,2,2,4,2,55,1,2541,0,10000,0,5000,5000,350,4140,0,0,A0401,A1903,2100.931064
230504371,2015,62,3,2,6,3,1,66,1,1730,0,2000,0,0,0,0,1800,1000,0,A0402,A1902,2020.97606
231200291,2015,60,4,2,4,3,1,66,1,1595,0,15000,0,0,0,0,800,0,1055,A0401,A1902,2325.176853
231200321,2015,70,3,3,,1,2,39,3,1200,300,0,0,0,0,0,0,0,1284,A0402,A1901,2037.192495
231200331,2015,62,3,2,9,3,2,60,1,1290,0,10000,6000,3000,3000,0,1890,0,0,A0402,A1902,2078.694439
231201221,2015,64,4,3,9,1,3,85,1,200,0,14000,0,1000,1000,0,1560,0,327,A0401,A1902,2386.43544
231201241,2015,35,7,1,5,2,2,50,3,1416,1000,0,0,0,0,2000,0,4500,500,A0401,A1904,1990.212648
231201251,2015,67,2,2,,2,1,105,1,3000,0,23000,3000,0,0,0,0,0,179,A0401,A1902,2935.551216
231201281,2015,54,4,4,9,2,3,66,3,2387,500,0,0,0,0,0,1948,0,0,A0401,A1902,2017.116826
231201291,2015,46,4,4,5,4,2,66,2,265,1600,0,0,0,0,0,0,1200,179,A0401,A1901,1739.640858
232200211,2015,69,4,2,,2,2,58,1,80,0,9500,0,7550,7550,0,880,0,454,A0401,A1901,1624.238127
232200221,2015,57,4,4,9,2,3,37,1,52,0,4000,0,600,600,0,1800,0,108,A0401,A1902,1957.130425
232200231,2015,72,2,3,,2,2,26,2,21,2500,0,0,0,0,0,0,0,178,A0401,A1901,1638.988617
232200241,2015,50,4,4,4,2,1,40,3,1700,1000,0,0,0,0,0,0,0,0,A0401,A1901,2234.986196
232200281,2015,48,7,2,3,3,1,59,2,479,5000,0,0,0,0,600,4680,0,0,A0401,A1903,2773.204863
232201201,2015,64,4,2,9,3,2,66,2,1501,3000,0,0,0,0,0,1800,2500,0,A0401,A1903,1884.939859
232201211,2015,41,5,2,4,5,2,105,1,2748,0,34500,0,8000,8000,0,6500,0,0,A0401,A1904,1895.712235
232201251,2015,52,4,4,8,1,1,49,3,430,300,0,0,0,0,0,1000,0,0,A0401,A1901,2068.172436
232201271,2015,53,6,2,8,4,2,85,1,19772,0,25000,13600,0,0,10500,6000,1200,0,A0401,A1905,2140.661481
233200211,2015,49,4,2,7,4,2,74,1,33820,0,31000,65000,13000,0,0,5260,6000,0,A0401,A1905,2513.766783
233200251,2015,53,4,2,3,4,2,85,1,31572,0,20000,0,0,0,0,12975,0,0,A0401,A1905,2274.350587
233200271,2015,33,4,2,8,3,2,84,1,838,0,23000,0,13000,13000,0,4000,0,260,A0401,A1903,2385.214707
233200281,2015,74,1,3,9,1,2,27,1,4,0,6500,0,0,0,0,240,0,179,A0401,A1901,1642.816882
233201201,2015,53,4,2,,2,2,53,1,420,0,8000,10000,0,0,0,240,0,0,A0401,A1901,2315.989162
233201211,2015,72,1,3,,4,2,43,2,0,1500,0,0,0,0,0,0,0,1054,A0401,A1901,1218.374866
233201221,2015,52,5,2,8,4,2,107,1,11575,0,60000,7670,30000,30000,0,11200,0,0,A0401,A1905,2140.661481
233201231,2015,35,7,2,2,3,2,85,2,105,30000,0,0,0,0,0,6000,0,360,A0401,A1904,944.733082
234200251,2015,39,5,2,7,4,2,60,1,1930,0,12000,0,9280,9280,0,2400,0,0,A0401,A1902,1658.216147
234200261,2015,56,6,2,,3,2,85,1,2700,0,40000,0,0,0,0,0,3000,0,A0401,A1902,2078.678159
234200291,2015,46,6,2,2,4,2,148,2,52457,32000,0,30000,0,0,0,14570,0,0,A0401,A1905,970.3833591
234200321,2015,47,4,2,9,3,1,59,3,951,300,0,0,0,0,0,1800,0,0,A0402,A1902,1950.72237
234200331,2015,50,4,2,3,4,2,85,1,11780,0,25000,0,0,0,0,11500,0,0,A0402,A1905,812.3333805
234201271,2015,53,3,4,9,2,2,79,2,930,12000,0,15000,0,0,0,1600,0,0,A0401,A1902,1137.380253
234201281,2015,36,4,2,7,3,3,65,1,1423,0,12000,0,0,0,0,2400,0,0,A0401,A1902,1188.024969
235200321,2015,55,4,2,6,4,1,99,1,11688,0,9000,65000,10000,0,0,0,9000,250,A0402,A1905,2251.369586
236200381,2015,36,7,2,1,4,2,195,3,20690,4000,0,0,0,0,2000,13000,0,0,A0401,A1905,2973.872412
237200371,2015,77,2,3,6,3,1,69,1,95,0,1400,16200,0,0,300,510,500,219,A0402,A1901,1855.709903
237501261,2015,56,4,2,5,4,2,130,1,1551,0,34000,0,19970,19970,0,6100,0,179,A0401,A1904,2100.931064
237501271,2015,55,3,3,4,1,3,48,1,4540,0,12000,0,5500,5500,0,1200,0,0,A0401,A1901,1182.516549
237501281,2015,79,2,2,,2,1,66,2,5,2500,0,0,0,0,0,0,0,522,A0401,A1901,1397.510025
237501291,2015,50,3,4,9,4,1,56,3,100,300,0,0,0,0,0,1139,0,179,A0401,A1901,1712.404916
238200381,2015,32,6,2,3,3,2,79,1,4581,0,10500,0,0,0,0,3456,0,0,A0402,A1903,1721.222805
238501201,2015,37,7,2,2,4,2,95,1,2148,0,40000,0,20000,20000,0,7000,3000,0,A0401,A1905,2100.931064
238501291,2015,36,4,2,8,3,1,30,3,9,200,0,0,0,0,50,700,0,0,A0401,A1901,1576.27483
238503311,2015,41,4,2,8,3,2,36,3,2932,860,0,0,0,0,0,3638,0,190,A0402,A1903,2060.601633
239200281,2015,40,4,2,7,4,2,55,1,888,0,15000,10400,0,0,0,3000,0,0,A0401,A1902,2274.036747
239200301,2015,78,2,2,6,2,1,50,1,4690,0,3300,0,0,0,0,0,500,431,A0402,A1901,1582.04055
239200311,2015,80,3,2,6,3,1,96,1,790,0,15000,36000,0,0,0,0,250,324,A0402,A1901,1656.296003
239200331,2015,51,5,1,3,2,1,99,1,4560,0,3000,10000,7000,0,4000,10600,0,289,A0402,A1905,996.9849152
239501211,2015,43,4,2,1,3,2,112,1,7600,0,36000,15000,0,0,0,1000,2000,0,A0401,A1903,1933.914296
239501231,2015,34,6,2,8,4,2,47,3,4006,3000,0,0,0,0,0,3000,0,600,A0401,A1903,2100.931064
239501241,2015,53,3,4,8,3,2,59,1,6860,0,13000,0,1785,1785,500,0,2160,0,A0401,A1902,1933.914296
239501251,2015,50,4,4,4,1,2,59,1,50,0,14500,12000,8000,8000,0,2160,0,0,A0401,A1902,1450.816531
239501261,2015,33,4,2,5,2,3,40,1,3094,0,9800,0,4600,4600,0,2400,6000,0,A0401,A1905,1397.510025
239501271,2015,74,2,3,4,1,3,46,3,10,500,0,0,0,0,0,0,360,480,A0401,A1901,1182.516549
239501281,2015,47,4,2,2,4,3,48,1,584,0,8100,0,0,0,0,1440,2760,0,A0401,A1903,1712.404916
239503371,2015,70,3,2,6,2,1,99,1,1080,0,10000,18000,0,0,0,0,700,806,A0402,A1901,1791.77802
240200381,2015,53,2,2,4,6,2,85,1,4908,0,16100,0,11000,11000,0,5760,0,324,A0402,A1904,1904.472714
240201321,2015,43,4,2,6,5,1,99,1,16296,0,10000,31500,5000,5000,0,0,4000,227,A0402,A1903,1657.929279
240201331,2015,57,3,2,6,4,1,132,1,13714,0,15000,47000,0,0,200,0,2750,626,A0402,A1903,1831.588588
240201341,2015,67,3,3,,1,1,66,1,2458,0,850,28000,0,0,0,0,0,438,A0402,A1901,1503.994733
240201361,2015,73,1,3,4,1,1,198,1,2228,0,6800,18000,0,0,0,0,300,0,A0402,A1901,1668.107014
240201391,2015,69,2,4,,1,1,84,1,263,0,4400,0,0,0,0,0,0,645,A0402,A1901,1676.341264
240300301,2015,23,5,1,4,1,1,23,3,9070,1000,0,0,0,0,0,720,0,600,A0401,A1901,2397.919935
240400211,2015,34,4,1,7,3,2,60,1,3110,0,11000,0,8000,8000,500,0,4200,0,A0402,A1903,653.6275989
240400311,2015,34,6,2,5,2,2,84,2,6904,16000,0,0,0,0,0,5500,0,0,A0402,A1904,2735.068344
240502231,2015,50,4,2,8,4,2,102,1,1907,0,16000,0,0,0,0,4320,0,0,A0402,A1903,1579.260634
240502241,2015,60,4,2,9,4,2,102,1,9514,0,14000,8300,6283,6283,0,8410,1800,828,A0402,A1905,1579.260634
240502251,2015,37,4,4,3,3,2,38,2,588,4100,0,0,0,0,0,2500,0,120,A0402,A1902,1453.715013
240502291,2015,36,6,2,2,4,2,85,1,4318,0,16000,0,1160,1160,0,4267,0,0,A0402,A1903,1579.260634
240505331,2015,89,1,3,,1,3,26,2,100,1500,0,0,0,0,0,0,0,419,A0402,A1901,1473.014997
240505341,2015,28,6,2,5,2,2,84,2,3616,12000,0,0,0,0,3000,9000,0,0,A0402,A1905,768.0516477
241200371,2015,71,2,1,,1,2,33,3,2,1152,0,0,0,0,0,0,0,419,A0402,A1901,1801.668687
241201301,2015,47,5,2,6,5,2,106,1,4200,0,15000,103000,6700,0,600,2400,13000,0,A0402,A1905,1418.270318
241201361,2015,42,4,2,7,3,2,60,2,800,3000,0,0,0,0,0,3600,0,0,A0402,A1903,2338.747473
241201371,2015,47,2,1,6,1,1,59,1,900,0,2000,0,0,0,0,0,500,0,A0402,A1901,1861.488389
241502201,2015,37,4,2,8,4,2,86,1,145,0,14000,0,360,360,0,3480,0,0,A0402,A1903,1579.260634
242200361,2015,60,4,2,9,3,3,47,1,3204,0,6000,30000,15000,0,0,5240,0,0,A0402,A1904,2387.715762
242201301,2015,62,2,3,6,1,1,99,1,3220,0,10000,16780,3750,250,0,0,1000,390,A0402,A1901,1585.033162
243200301,2015,44,4,3,4,2,2,48,2,3750,7500,0,7000,0,0,0,0,1800,0,A0402,A1902,2374.648314
243200311,2015,32,6,2,2,2,2,50,1,4296,0,15000,0,2800,2800,970,9000,0,0,A0402,A1905,2308.185257
244200351,2015,49,6,2,2,5,3,50,1,2453,0,4000,0,0,0,0,3200,1500,0,A0402,A1903,2121.265732
244200361,2015,71,4,2,7,3,1,69,1,17706,0,10000,23500,0,0,0,2800,2400,0,A0402,A1904,1762.48812
245200361,2015,45,5,2,8,5,1,72,2,1930,2600,0,0,0,0,2000,4560,0,0,A0402,A1903,1899.098015
245200371,2015,59,4,2,8,2,3,59,3,1931,500,0,0,0,0,0,3700,0,300,A0402,A1903,2341.331594
246200331,2015,39,4,2,3,4,2,59,1,4375,0,12000,3500,4748,4748,0,4000,0,20,A0402,A1903,2526.257052
246200341,2015,46,4,2,3,4,2,73,1,380,0,14000,0,3597,3597,0,4800,0,0,A0402,A1904,2271.719925
246200391,2015,73,1,2,6,2,1,99,1,600,0,15000,26000,0,0,0,0,1000,390,A0402,A1901,1471.183751
247200311,2015,73,2,3,,1,1,99,1,300,0,5000,10800,0,0,0,0,0,359,A0402,A1901,1471.183751
247200331,2015,50,6,1,,2,3,73,1,2150,0,9000,0,0,0,0,0,0,335,A0402,A1901,2109.240406
247200351,2015,42,4,2,4,4,2,85,1,3756,0,25000,65000,5600,5600,0,0,8400,0,A0402,A1905,2264.075602
247200361,2015,55,4,2,8,4,2,85,1,21897,0,28000,0,8000,8000,0,13000,0,0,A0402,A1905,1928.269133
247504321,2015,58,4,2,2,4,1,83,1,16852,0,3000,0,0,0,0,3840,0,1158,A0402,A1904,2136.342883
248200311,2015,35,5,2,8,4,1,60,1,4782,0,10000,0,0,0,0,3840,0,0,A0402,A1903,2028.2333
248200321,2015,48,6,2,4,4,2,100,2,2470,13000,0,0,0,0,4000,11200,0,0,A0402,A1905,1409.179881
248200341,2015,68,3,4,,1,1,99,1,500,0,4000,0,0,0,0,0,0,378,A0402,A1901,1623.292355
248200351,2015,59,2,2,9,3,3,66,1,15,0,3000,0,700,700,0,800,0,0,A0402,A1901,2380.12706
248200391,2015,39,5,2,5,4,2,50,3,1628,1650,0,250,0,0,3000,0,4800,0,A0402,A1904,2243.55375
248501251,2015,74,4,3,,1,1,66,1,1203,0,10000,0,0,0,80,0,0,419,A0402,A1901,962.1166367
249200321,2015,48,4,2,8,4,2,33,4,15522,0,0,0,0,0,400,10400,2920,0,A0402,A1905,2203.600172
249200331,2015,37,4,1,8,1,2,43,1,4036,0,5000,0,2500,2500,0,4000,0,0,A0402,A1903,3076.537077
249200371,2015,43,4,2,4,6,2,84,1,10479,0,13000,0,6000,6000,3000,9300,100,178,A0402,A1905,1944.797362
249503351,2015,78,1,3,6,1,1,118,1,300,0,12000,12000,0,0,0,0,400,279,A0402,A1901,1475.270536
250300201,2015,43,5,2,,4,2,46,3,3,320,0,0,0,0,200,0,0,1158,A0402,A1901,911.5473609
250300311,2015,60,3,4,,1,3,59,1,500,0,6000,0,0,0,0,0,0,500,A0402,A1901,1882.144455
250400301,2015,34,6,2,3,2,2,112,1,1604,0,23800,0,19040,19040,0,3560,0,0,A0402,A1903,379.080288
251200391,2015,41,6,2,3,4,2,85,1,2808,0,23000,12000,20000,20000,1100,8100,0,0,A0402,A1905,1714.064384
251201391,2015,44,4,4,8,2,1,60,1,2970,0,6000,0,0,0,0,0,2000,358,A0402,A1902,1336.16188
251504301,2015,57,4,4,9,1,2,45,3,5,300,0,0,0,0,0,1010,0,150,A0402,A1901,1052.761526
251504311,2015,33,6,1,3,2,2,102,1,510,0,7000,0,3700,3700,0,3600,0,0,A0402,A1903,1244.164314
251504321,2015,57,2,2,6,2,1,89,1,741,0,12000,26000,6000,6000,900,0,2000,0,A0402,A1902,1226.559747
